Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),Environment:Site Ground Temperature [C](TimeStep),Environment:Site Surface Ground Temperature [C](TimeStep),EMS:BEE_var [J](TimeStep),DX COOLING COIL_UNIT1:Cooling Coil Electricity Energy [J](TimeStep),DX COOLING COIL_UNIT1:Cooling Coil Runtime Fraction [](TimeStep),MAIN DX HEATING COIL_UNIT1:Heating Coil Electricity Energy [J](TimeStep),MAIN DX HEATING COIL_UNIT1:Heating Coil Defrost Electricity Energy [J](TimeStep),MAIN DX HEATING COIL_UNIT1:Heating Coil Crankcase Heater Electricity Energy [J](TimeStep),MAIN DX HEATING COIL_UNIT1:Heating Coil Runtime Fraction [](TimeStep),HEAT PUMP WATER HEATER EVAPORATOR_UNIT1:Cooling Coil Runtime Fraction [](TimeStep),SUPPLY FAN_UNIT1:Fan Electricity Energy [J](TimeStep),SUPPLY FAN_UNIT1:Fan Air Mass Flow Rate [kg/s](TimeStep),OASUPPLYFAN_UNIT1:Fan Electricity Energy [J](TimeStep),OASUPPLYFAN_UNIT1:Fan Air Mass Flow Rate [kg/s](TimeStep),OAEXHAUSTFAN_UNIT1:Fan Electricity Energy [J](TimeStep),OAEXHAUSTFAN_UNIT1:Fan Air Mass Flow Rate [kg/s](TimeStep),HEAT PUMP WATER HEATER FAN_UNIT1:Fan Electricity Energy [J](TimeStep),HEAT PUMP WATER HEATER FAN_UNIT1:Fan Air Mass Flow Rate [kg/s](TimeStep),SUPPLY FAN_UNIT1:Fan Runtime Fraction [](TimeStep),OASUPPLYFAN_UNIT1:Fan Runtime Fraction [](TimeStep),OAEXHAUSTFAN_UNIT1:Fan Runtime Fraction [](TimeStep),HEAT PUMP WATER HEATER FAN_UNIT1:Fan Runtime Fraction [](TimeStep),LIVING_UNIT1:Zone Mean Air Temperature [C](TimeStep),LIVING_UNIT1:Zone Mean Air Dewpoint Temperature [C](TimeStep),ATTIC_UNIT1:Zone Mean Air Temperature [C](TimeStep),ATTIC_UNIT1:Zone Mean Air Dewpoint Temperature [C](TimeStep),LIVING_UNIT1:Zone Thermostat Heating Setpoint Temperature [C](TimeStep),LIVING_UNIT1:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep),Whole Building:Facility Total Building Electricity Demand Rate [W](TimeStep),Whole Building:Facility Total HVAC Electricity Demand Rate [W](TimeStep),OCCUPANCY:Schedule Value [](TimeStep),OA_HEAT_RECOVERY_UNIT1:Heat Exchanger Electricity Energy [J](TimeStep),SUPP HEATING COIL_UNIT1:Heating Coil Electricity Energy [J](TimeStep),Electricity:Building [J](TimeStep),Electricity:Zone:LIVING_UNIT1 [J](TimeStep),Electricity:HVAC [J](TimeStep) 
 08/01  21:00:00,30.6,23.9,13.0,6447034.671270005,3852081.045061569,0.4178320758533974,0.0,0.0,0.0,0.0,0.8197894242663247,377671.4441403438,0.1430367279033442,38571.42857142859,0.03398513588362889,38571.42857142859,0.03398513588362889,31841.792366253005,0.07430827334876318,0.4178320758533973,1.0,1.0,0.8197894242663247,24.40020195640322,10.757749796712849,30.46605760820002,22.99249490284779,0.0,24.399981604722038,1609.87442968351,1617.0349176074347,0.89693,0.0,0.0,5614088.481939626,5614088.481939626,4338737.138711022 
 08/01  22:00:00,30.0,23.9,13.0,4338737.138711022,4201483.730665745,0.45799477167236765,0.0,0.0,0.0,0.0,0.0,413973.8349980576,0.15762437465109634,38571.428571428594,0.033985135883628888,38571.428571428594,0.033985135883628888,0.0,0.0,0.45799477167236765,0.9999999999999998,0.9999999999999998,0.0,24.400420347995387,11.27106416165238,28.63847207481575,21.646586503006778,0.0,24.39997856316685,1477.3468312139335,1311.8001174462948,1.0,0.0,0.0,5143274.6127171409,5143274.6127171409,4692600.422806659 
 08/01  23:00:00,28.3,23.9,13.0,4692600.422806659,3644253.5951257545,0.40561415997857877,0.0,0.0,0.0,0.0,0.0,366627.87376963128,0.1384875284481616,38571.428571428594,0.033985135883628888,38571.428571428594,0.033985135883628888,0.0,0.0,0.40561415997857877,0.9999999999999998,0.9999999999999998,0.0,24.146762870264057,11.832762406168394,26.837661331401664,21.260534267634644,0.0,24.144646476433928,1185.8135463741874,1143.8623127884007,1.0,0.0,0.0,4102397.32953754,4102397.32953754,4088024.326038243 
 08/01  24:00:00,27.8,23.9,13.0,4088024.326038243,2730610.1334358786,0.30508935867379519,0.0,0.0,0.0,0.0,0.0,275765.1825720807,0.10247760900521919,38571.428571428594,0.03398513588362889,38571.428571428594,0.03398513588362889,0.0,0.0,0.30508935867379519,1.0,1.0,0.0,24.250099431607376,12.542653494283967,26.045136297458226,21.97748734170112,0.0,24.253296201852757,932.9414906420695,864.8328258752267,1.0,0.0,0.0,3198484.434672712,3198484.434672712,3083518.1731508166 
 08/02  01:00:00,26.7,23.9,13.0,3083518.1731508166,1810519.847661395,0.2036827750778009,0.0,0.0,0.0,0.0,0.0,184105.46306917873,0.06738043877327937,38571.4285714286,0.033985135883628888,38571.4285714286,0.033985135883628888,0.0,0.0,0.2036827750778009,0.9999999999999997,0.9999999999999997,0.0,24.39905506906939,13.630048748120262,23.891274418388297,22.08619778623314,0.0,24.3999539058651,734.4294302504547,583.7911577426197,1.0,0.0,0.0,2486500.2610301256,2486500.2610301256,2071768.167873431 
 08/02  02:00:00,25.6,23.9,13.0,2071768.167873431,1390072.1781005683,0.15780298917058617,0.0,0.0,0.0,0.0,0.0,142635.48983881525,0.051805583884158869,38571.428571428594,0.033985135883628888,38571.428571428594,0.033985135883628888,0.0,0.0,0.15780298917058617,0.9999999999999999,0.9999999999999999,0.0,24.399357513125357,14.577449827446183,22.496492401514748,22.304261556507446,0.0,24.399985705280125,675.9375396916198,455.48070141173346,1.0,0.0,0.0,2275929.455018319,2275929.455018319,1609850.5250822409 
 08/02  03:00:00,24.4,23.9,13.0,1609850.5250822409,1046234.3319979822,0.11962419005983133,0.0,0.0,0.0,0.0,0.0,108126.31012528364,0.03904279870155469,38571.428571428594,0.033985135883628888,38571.428571428594,0.033985135883628888,0.0,0.0,0.11962419005983131,0.9999999999999999,0.9999999999999999,0.0,24.399100614894885,16.05186583227603,21.23711974240931,21.238755273723546,0.0,24.39994195479547,656.6262208138272,350.38430535170087,1.0,0.0,0.0,2206408.707058266,2206408.707058266,1231503.4992661232 
 08/02  04:00:00,23.9,23.9,13.0,1231503.4992661232,772615.8004235714,0.0885832571269829,0.0,0.0,0.0,0.0,0.0,80068.9285940349,0.028774876588480794,38571.428571428594,0.03398513588362889,38571.428571428594,0.03398513588362889,0.0,0.0,0.0885832571269829,1.0,1.0,0.0,24.398702761658539,16.577402775335889,20.361386802338367,20.36204482977542,0.0,24.39998179594128,642.3965952685165,266.5854406001288,1.0,0.0,0.0,2155182.0550951475,2155182.0550951475,929827.5861604635 
 08/02  05:00:00,23.3,23.9,13.0,929827.5861604635,551549.2998703513,0.06349402690592987,0.0,0.0,0.0,0.0,0.0,57391.1918726462,0.02054666528290233,38571.428571428594,0.03398513588362889,38571.428571428594,0.03398513588362889,0.0,0.0,0.06349402690592987,1.0,1.0,0.0,24.39761306098305,17.176922126309895,19.61728218088787,19.617657214318159,0.0,24.399917385870468,681.1241573596384,198.87870802384854,1.0,0.0,0.0,2291055.620266884,2291055.620266884,686083.3488858548 
 08/02  06:00:00,23.9,23.9,13.0,686083.3488858548,713469.6759471138,0.08123312449292201,0.0,0.0,0.0,0.0,0.0,73425.26630252903,0.026358125287261358,38571.428571428594,0.03398513588362889,38571.428571428594,0.03398513588362889,0.0,0.0,0.08123312449292201,0.9999999999999996,0.9999999999999996,0.0,24.386056582496069,17.95538884537922,22.825685252280299,22.754805483975436,0.0,24.385986039944475,827.8484840495391,248.31049983124999,1.0,0.0,0.0,2813501.501521538,2813501.501521538,864037.7993925001 
 08/02  07:00:00,26.1,23.9,13.0,864037.7993925001,961493.7300863101,0.1068637915261855,0.0,0.0,0.0,0.0,0.25,96592.39872758795,0.03500002885653348,38571.428571428594,0.03398513588362889,38571.428571428594,0.03398513588362889,9710.357142857141,0.022660780667933659,0.1068637915261855,1.0,1.0,0.25,24.39429198777618,18.172364804326095,23.577865561356007,23.311038698669955,0.0,24.39999278275295,940.0791274926161,451.7887292981816,1.0,0.0,0.0,3371875.054726362,3371875.054726362,1144939.3430996123 
 08/02  08:00:00,28.3,23.9,13.0,1144939.3430996123,2232920.2238113388,0.24196035882180134,0.0,0.0,0.0,0.0,0.45886752143769995,218703.93256502425,0.08075584805462781,38571.428571428594,0.033985135883628909,38571.428571428594,0.033985135883628909,17823.070057670888,0.04159318503575226,0.24196035882180134,0.9999999999999999,0.9999999999999999,0.45886752143769995,24.400183167249485,17.762370768056088,28.06123945055905,24.160705653924418,0.0,24.399951615368445,1039.0433223256026,952.8831625742023,0.8831,0.0,0.0,3729475.7780087266,3729475.7780087266,2546590.083576891 
 08/02  09:00:00,31.1,23.9,13.0,2546590.083576891,6168301.527829837,0.6512425718627838,0.0,0.0,0.0,0.0,0.0,588647.2983165289,0.23213901104165697,38571.4285714286,0.03398513588362889,38571.4285714286,0.03398513588362889,0.0,0.0,0.6512425718627838,0.9999999999999998,0.9999999999999998,0.0,23.34226282611629,14.9727101915184,31.673778487745979,23.099976843287338,0.0,23.301589821015936,917.6371937703593,1906.6588009136727,0.40861,0.0,0.0,3298618.617333378,3298618.617333378,6834091.683289222 
 08/02  10:00:00,32.2,23.9,13.0,6834091.683289222,7727016.98003801,0.816109011174367,0.0,0.0,0.0,0.0,0.0,737667.3229230857,0.29832993598771087,38571.4285714286,0.033985135883628888,38571.4285714286,0.033985135883628888,0.0,0.0,0.816109011174367,0.9999999999999998,0.9999999999999998,0.0,22.802782979860738,12.121277872918214,35.55215378317052,21.47643440463553,0.0,22.779963080517505,868.310088373761,2381.029766695542,0.24189,0.0,0.0,3122592.2634365067,3122592.2634365067,8541827.160103955 
 08/02  11:00:00,34.4,23.9,13.0,8541827.160103955,8664126.508213349,0.9052750271282334,0.0,0.0,0.0,0.0,0.0,818262.9975006238,0.3358700528184631,38571.4285714286,0.033985135883628888,38571.4285714286,0.033985135883628888,0.0,0.0,0.9052750271282334,0.9999999999999998,0.9999999999999998,0.0,22.42322746282584,9.239290336657705,39.29324536652949,20.749637147245516,0.0,22.403310594232225,883.9390863112235,2663.725656349119,0.24189,0.0,0.0,3178856.656011372,3178856.656011372,9559532.362856832 
 08/02  12:00:00,36.1,23.9,13.0,9559532.362856832,8707253.589456564,0.894458295650829,0.0,0.0,0.0,0.0,0.5833333333333333,808485.9343357007,0.3315371062041374,38571.4285714286,0.033985135883628888,38571.4285714286,0.033985135883628888,22657.499999999996,0.0528751548918452,0.894458295650829,1.0,1.0,0.5833333333333333,22.213404667629925,8.783840294247149,42.38303094986354,20.772990655397125,0.0,22.20196008903325,896.0890701815264,2958.7832090892045,0.24189,0.0,0.0,3222596.597944462,3222596.597944462,9615539.880935124 
 08/02  13:00:00,36.7,23.9,13.0,9615539.880935124,8920327.140725723,0.9110761051595951,0.0,0.0,0.0,0.0,0.404989123155802,823506.4951741818,0.33824020255044909,38571.428571428594,0.03398513588362889,38571.428571428594,0.03398513588362889,15730.35609926157,0.0367094787709296,0.9110761051595951,1.0,1.0,0.40498912315580196,22.210679769293536,8.684449386596178,42.30919708792268,20.264387456338189,0.0,22.20989009507386,882.8203609842082,2939.9184593770976,0.24189,0.0,0.0,3174829.2448341168,3174829.2448341168,9836706.849142025 
 08/02  14:00:00,38.3,23.9,13.0,9836706.849142025,9912216.226751643,0.9939461191118604,0.0,0.0,0.0,0.0,0.0,898411.3185565383,0.37447175195189316,38571.428571428616,0.03398513588362891,38571.428571428616,0.03398513588362891,0.0,0.0,0.9939461191118604,1.000000000000001,1.000000000000001,0.0,22.56052103848338,8.110344521133533,49.356797741253647,18.277876675293727,0.0,22.368176101332016,867.8910881013404,3032.6806673475127,0.24189,0.0,0.0,3121083.862455791,3121083.862455791,10887770.402451039 
 08/02  15:00:00,38.9,23.9,13.0,10887770.402451039,9954314.963724532,0.9934084952099813,0.0,0.0,0.0,0.0,0.0,897925.3692789204,0.3741921892315582,38571.428571428594,0.03398513588362889,38571.428571428594,0.03398513588362889,0.0,0.0,0.9934084952099813,0.9999999999999996,0.9999999999999996,0.0,22.814320968952769,7.845310723401517,46.31312450459838,18.32531761593784,0.0,22.765176354542534,870.4095511484979,3044.2397750406414,0.24189,0.0,0.0,3130150.3294255619,3130150.3294255619,10929383.19014631 
 08/02  16:00:00,39.4,23.9,13.0,10929383.19014631,9815583.74518755,0.9738141969842582,0.0,0.0,0.0,0.0,0.0,880214.4099354785,0.36560408713004086,38571.4285714286,0.033985135883628888,38571.4285714286,0.033985135883628888,0.0,0.0,0.9738141969842582,0.9999999999999997,0.9999999999999997,0.0,23.12440513166911,7.889719593414808,43.98057722252587,18.885186281738738,0.0,23.11264199505956,945.2937729711988,3000.783614518302,0.24189,0.0,0.0,3397295.8878673256,3397295.8878673256,10772941.012265888 
 08/02  17:00:00,38.9,23.9,13.0,10772941.012265888,9035567.875769522,0.8983897104574196,0.0,0.0,0.0,0.0,0.0,812039.4746054062,0.33297454295142928,38571.428571428594,0.03398513588362889,38571.428571428594,0.03398513588362889,0.0,0.0,0.8983897104574196,1.0,1.0,0.0,23.675945209071807,8.067154277973092,42.92968264158266,18.89360667929412,0.0,23.69261208315302,1193.7360075117813,2765.17505764383,0.29498,0.0,0.0,4285039.822795357,4285039.822795357,9924750.207517786 
 08/02  18:00:00,38.3,23.9,13.0,9924750.207517786,8005300.455563814,0.7962048015465096,0.0,0.0,0.0,0.0,0.0,719676.2398324172,0.29042536139097127,38571.428571428594,0.033985135883628888,38571.428571428594,0.033985135883628888,0.0,0.0,0.7962048015465096,0.9999999999999998,0.9999999999999998,0.0,24.39416210413802,8.541195858437565,41.2047296020337,18.396242604142004,0.0,24.399996225685006,1504.2713108477463,2453.3332090386354,0.5531,0.0,0.0,5398091.6345649179,5398091.6345649179,8802119.55253909 
 08/02  19:00:00,36.1,23.9,13.0,8802119.55253909,7088542.032419972,0.7228372989136316,0.0,0.0,0.0,0.0,0.23076923076923068,653360.5779346658,0.2601263169023475,38571.4285714286,0.03398513588362889,38571.4285714286,0.03398513588362889,8963.406593406593,0.020917643693477214,0.7228372989136316,0.9999999999999998,0.9999999999999998,0.23076923076923068,24.401181238985417,8.777409095647306,37.577713729468417,18.78452861650515,0.0,24.399991405829519,1655.0271979439258,2293.1703410280576,0.89693,0.0,0.0,5779156.670941541,5779156.670941541,7828008.874090901 
 08/02  20:00:00,33.9,23.9,13.0,7828008.874090901,5654914.035131942,0.5871991206317552,0.0,0.0,0.0,0.0,0.6229511893804358,530759.4909605403,0.20677290464738655,38571.4285714286,0.033985135883628888,38571.4285714286,0.033985135883628888,24196.314125806668,0.05646624107751384,0.5871991206317552,1.0,1.0,0.6229511893804358,24.400567282811264,10.423720111807823,34.21736883552338,23.542398722965335,0.0,24.399999529568519,1630.0206984623383,2062.345286309633,0.89693,0.0,0.0,5686615.049543408,5686615.049543408,6287012.697361145 
 08/02  21:00:00,32.2,23.9,13.0,6287012.697361145,5640930.431611195,0.596262625471708,0.0,0.0,0.0,0.0,0.0,538951.8418107871,0.20988650001711738,38571.4285714286,0.033985135883628888,38571.4285714286,0.033985135883628888,0.0,0.0,0.596262625471708,0.9999999999999997,0.9999999999999997,0.0,24.40081334275589,11.357773658380927,31.731446800057467,24.176159277827805,0.0,24.399990306266035,1609.8744296835096,1746.36253626801,0.89693,0.0,0.0,5614088.481939626,5614088.481939626,6257025.130564839 
 08/02  22:00:00,30.6,23.9,13.0,6257025.130564839,4775818.199489832,0.5146725104234451,0.0,0.0,0.0,0.0,0.0,465203.8976997037,0.17876361629349719,38571.428571428594,0.033985135883628888,38571.428571428594,0.033985135883628888,0.0,0.0,0.5146725104234451,0.9999999999999999,0.9999999999999999,0.0,24.36974601732158,11.825195689027776,30.108667412718299,23.111519818878226,0.0,24.368665309305869,1477.3468312139337,1485.5680428701092,1.0,0.0,0.0,5143274.6127171409,5143274.6127171409,5318164.954332392 
 08/02  23:00:00,29.4,23.9,13.0,5318164.954332392,4042776.5244841247,0.4416383491121612,0.0,0.0,0.0,0.0,0.0,399189.53746257987,0.15160273659270435,38571.428571428594,0.03398513588362889,38571.428571428594,0.03398513588362889,0.0,0.0,0.4416383491121612,1.0,1.0,0.0,24.268412626045096,12.419776038881017,28.727930851461538,23.590530784564476,0.0,24.266280154535644,1185.8135463741874,1263.6080330804339,1.0,0.0,0.0,4102397.32953754,4102397.32953754,4519108.91908956 
 08/02  24:00:00,27.8,23.9,13.0,4519108.91908956,3147030.270967342,0.34983233859949838,0.0,0.0,0.0,0.0,0.0,316207.6158370933,0.11833805782940023,38571.428571428594,0.033985135883628888,38571.428571428594,0.033985135883628888,0.0,0.0,0.34983233859949838,0.9999999999999999,0.9999999999999999,0.0,24.25074567633417,13.14491420177939,27.235735636140008,23.271267896865717,0.0,24.25043196060839,932.9414906420694,991.7390955409146,1.0,0.0,0.0,3198484.434672712,3198484.434672712,3540380.7439472929 
 08/03  01:00:00,28.3,23.9,13.0,3540380.7439472929,2901580.1548988849,0.3197370324617388,0.0,0.0,0.0,0.0,0.0,289004.9705933582,0.10764398102788088,38571.428571428594,0.03398513588362889,38571.428571428594,0.03398513588362889,0.0,0.0,0.3197370324617388,1.0,1.0,0.0,24.212070493121546,14.102903604981478,27.67055470238084,24.204070337854998,0.0,24.20939521372379,734.4294302504549,916.002217398639,1.0,0.0,0.0,2486500.2610301256,2486500.2610301256,3267727.9826351006 
 08/03  02:00:00,27.8,23.9,13.0,3267727.9826351006,2120499.6973293975,0.2336992385234226,0.0,0.0,0.0,0.0,0.0,211236.84371854593,0.07764967549726909,38571.428571428594,0.03398513588362889,38571.428571428594,0.03398513588362889,0.0,0.0,0.23369923852342262,1.0,1.0,0.0,24.396738850014079,15.005993871026418,26.590246419995589,24.217430612571435,0.0,24.39999427039585,675.9375396916198,677.4331661641113,1.0,0.0,0.0,2275929.455018319,2275929.455018319,2408879.3981908007 
 08/03  03:00:00,27.8,23.9,13.0,2408879.3981908007,1927042.0889954437,0.211599109042272,0.0,0.0,0.0,0.0,0.0,191260.9052992962,0.07004571334648187,38571.428571428594,0.033985135883628888,38571.428571428594,0.033985135883628888,0.0,0.0,0.211599109042272,0.9999999999999999,0.9999999999999999,0.0,24.399458926919434,15.804330959712923,25.296982764020965,23.95256093562902,0.0,24.399992361111566,656.6262208138272,618.146069843777,1.0,0.0,0.0,2206408.707058266,2206408.707058266,2195445.851437597 
 08/03  04:00:00,25.6,23.9,13.0,2195445.851437597,1546402.9248712043,0.17363892543724752,0.0,0.0,0.0,0.0,0.0,156949.32849500035,0.057145123661109579,38571.428571428594,0.033985135883628888,38571.428571428594,0.033985135883628888,0.0,0.0,0.17363892543724752,0.9999999999999999,0.9999999999999999,0.0,24.362047101951008,16.840797842701716,23.804281582011329,23.521926319736847,0.0,24.362781893366006,642.3965952685165,502.881975141406,1.0,0.0,0.0,2155182.0550951475,2155182.0550951475,1780495.1105090618 
 08/03  05:00:00,26.1,23.9,13.0,1780495.1105090618,1374447.0492865653,0.1532306623741209,0.0,0.0,0.0,0.0,0.0,138502.6399115432,0.05026942719098436,38571.428571428594,0.03398513588362889,38571.428571428594,0.03398513588362889,0.0,0.0,0.1532306623741209,1.0,1.0,0.0,24.398642852038138,17.214776118868078,22.99137469542903,22.992107644305137,0.0,24.39998001666948,681.1241573596384,449.9923739836015,1.0,0.0,0.0,2291055.620266884,2291055.620266884,1590092.5463409657 
 08/03  06:00:00,25.6,23.9,13.0,1590092.5463409657,346938.6500384676,0.03885819218257668,0.0,0.0,0.0,0.0,0.6941724437459091,35123.27177922531,0.012601632849159717,38571.428571428594,0.03398513588362889,38571.428571428594,0.03398513588362889,26962.64939001074,0.06292195797379824,0.03885819218257668,1.0,1.0,0.694172443745909,24.374562881784305,17.583709149159227,22.47681788238199,22.477337577014735,0.0,24.39999463876564,827.8484840495394,496.75483802234637,1.0,0.0,0.0,2813501.501521538,2813501.501521538,486167.42835056086 
 08/03  07:00:00,27.2,23.9,13.0,486167.42835056086,1870876.6655269603,0.20551795991944106,0.0,0.0,0.0,0.0,0.0,185764.2560376005,0.06796986961809198,38571.428571428594,0.033985135883628888,38571.428571428594,0.033985135883628888,0.0,0.0,0.20551795991944106,0.9999999999999998,0.9999999999999998,0.0,24.401414437057434,17.691442602685784,24.320198746081066,23.660983958247284,0.0,24.39998290448721,940.079127492616,601.0177163076162,1.0,0.0,0.0,3371875.054726362,3371875.054726362,2133783.778707418 
 08/03  08:00:00,28.9,23.9,13.0,2133783.778707418,3175697.4482687695,0.34238967176455889,0.0,0.0,0.0,0.0,0.0,309480.3134248361,0.1156859912636972,38571.428571428594,0.03398513588362889,38571.428571428594,0.03398513588362889,0.0,0.0,0.34238967176455889,0.9999999999999997,0.9999999999999997,0.0,24.400598978484284,16.83115746206492,29.812271592230226,22.767363848438977,0.0,24.399978334833187,1039.0433223256026,997.833505232351,0.8831,0.0,0.0,3729475.7780087266,3729475.7780087266,3562320.6188364627 
 08/03  09:00:00,30.6,23.9,13.0,3562320.6188364627,6271495.938169448,0.6689468902029685,0.0,0.0,0.0,0.0,0.0,604649.9363653223,0.2390882246763684,38571.428571428594,0.0339851358836289,38571.428571428594,0.0339851358836289,0.0,0.0,0.6689468902029685,0.9999999999999996,0.9999999999999996,0.0,23.36573593301945,14.116029378426895,35.3958120769477,22.093076645290265,0.0,23.329682955329309,917.6371937703596,1939.7690921326737,0.40861,0.0,0.0,3298618.617333378,3298618.617333378,6953288.731677626 
 08/03  10:00:00,32.8,23.9,13.0,6953288.731677626,8143217.936548902,0.8538352129369456,0.0,0.0,0.0,0.0,0.0,771767.4074426913,0.3140866613707031,38571.4285714286,0.033985135883628888,38571.4285714286,0.033985135883628888,0.0,0.0,0.8538352129369456,0.9999999999999997,0.9999999999999997,0.0,22.84338290475334,11.71593541245085,37.68862094426738,22.369335319107856,0.0,22.814551011641105,868.3100883737607,2506.1133892040136,0.24189,0.0,0.0,3122592.2634365067,3122592.2634365067,8992128.20113445 
 08/03  11:00:00,34.4,23.9,13.0,8992128.20113445,7603966.092493629,0.7854584947962827,0.0,0.0,0.0,0.0,0.8559802472555048,709962.8324037417,0.28552972374931875,38571.42857142861,0.03398513588362891,38571.42857142861,0.03398513588362891,33247.495632328464,0.07758872255656244,0.7854584947962827,0.9999999999999999,0.9999999999999999,0.8559802472555048,22.868553107328635,10.662095220055703,44.80124455579182,21.749256469185803,0.0,22.868277656337527,883.9390863112236,2767.653856887529,0.24189,0.0,0.0,3178856.656011372,3178856.656011372,8424319.277672556 
 08/03  12:00:00,35.6,23.9,13.0,8424319.277672556,8018049.012190946,0.8156163515699806,0.0,0.0,0.0,0.0,0.0,737222.0161239889,0.2979868988036486,38571.428571428594,0.03398513588362889,38571.428571428594,0.03398513588362889,0.0,0.0,0.8156163515699807,1.0,1.0,0.0,23.351111254637048,10.33879723516549,43.70367024673308,21.852721117870499,0.0,23.36379516090705,896.0890701815264,2461.7483015160535,0.24189,0.0,0.0,3222596.597944462,3222596.597944462,8832413.885457794 
 08/03  13:00:00,37.2,23.9,13.0,8832413.885457794,6650155.497709058,0.6607316785744892,0.0,0.0,0.0,0.0,0.0,597224.3435998331,0.235594602177234,38571.428571428594,0.03398513588362889,38571.428571428594,0.03398513588362889,0.0,0.0,0.6607316785744892,1.0,1.0,0.0,24.300791133957487,10.78339326789301,44.35590366982923,21.891567414975154,0.0,24.33717580587767,882.820360984208,2042.8896384588189,0.24189,0.0,0.0,3174829.2448341168,3174829.2448341168,7324522.698451748 
 08/03  14:00:00,37.2,23.9,13.0,7324522.698451748,7753938.817096742,0.7691082638787702,0.0,0.0,0.0,0.0,0.0,695184.1313908214,0.27870000697154248,38571.428571428594,0.03398513588362889,38571.428571428594,0.03398513588362889,0.0,0.0,0.7691082638787702,1.0,1.0,0.0,24.401270796857625,10.692132866504581,43.10610352106001,21.54324828788767,0.0,24.3999435700998,867.89108810134,2376.7071682306725,0.24189,0.0,0.0,3121083.862455791,3121083.862455791,8526265.805630422 
 08/03  15:00:00,37.8,23.9,13.0,8526265.805630422,9292402.459341158,0.9166537376341987,0.0,0.0,0.0,0.0,0.0,828548.0241359428,0.3406489515592164,38571.428571428616,0.033985135883628888,38571.428571428616,0.033985135883628888,0.0,0.0,0.9166537376341984,0.9999999999999995,0.9999999999999995,0.0,24.40003501799405,10.127441106590139,48.656603478289898,20.719096598509215,0.0,24.399994908910477,870.4095511484978,2841.1037057277665,0.24189,0.0,0.0,3130150.3294255619,3130150.3294255619,10198093.340619959 
 08/03  16:00:00,28.3,23.9,13.0,10198093.340619959,6255598.783511199,0.692845760352301,0.0,0.0,0.0,0.0,0.0,626251.7264724746,0.2478414474175019,38571.42857142865,0.03398513588362891,38571.42857142865,0.03398513588362891,0.0,0.0,0.692845760352301,1.0000000000000014,1.0000000000000014,0.0,24.40034770464979,12.259947802486775,30.460157253120714,23.769891264695457,0.0,24.399997378338655,945.2937729711999,1941.3537130907035,0.24189,0.0,0.0,3397295.8878673256,3397295.8878673256,6958993.367126532 
 08/03  17:00:00,28.3,23.9,13.0,6958993.367126532,5042808.72459695,0.5600863114001367,0.0,0.0,0.0,0.0,0.36363636363636356,506252.6749237558,0.196332481928282,38571.428571428594,0.03398513588362889,38571.428571428594,0.03398513588362889,14124.155844155843,0.0329611355169944,0.5600863114001367,0.9999999999999996,0.9999999999999996,0.36363636363636356,24.400668124364814,11.415377575874214,34.160962690290009,21.736388396667065,0.0,24.39999157436774,1193.736007511781,1751.6266528613922,0.29498,0.0,0.0,4285039.822795357,4285039.822795357,5640328.412507718 
 08/03  18:00:00,28.3,23.9,13.0,5640328.412507718,4384748.984993413,0.485393401027878,0.0,0.0,0.0,0.0,0.4302430428468714,438738.9990774954,0.1681209819018657,38571.428571428594,0.03398513588362891,38571.428571428594,0.03398513588362891,16711.254417090837,0.03899857291142935,0.485393401027878,1.0000000000000003,1.0000000000000003,0.4302430428468714,24.40019223750802,12.327543496084548,29.199872945923248,23.75984435607998,0.0,24.399999317601627,1504.271310847747,1589.9967657178766,0.5531,0.0,0.0,5398091.6345649179,5398091.6345649179,4917342.095630855 
 08/03  19:00:00,28.9,23.9,13.0,4917342.095630855,4671795.900343415,0.5122843323399257,0.0,0.0,0.0,0.0,0.0,463045.2633635893,0.1778635932199574,38571.428571428594,0.03398513588362889,38571.428571428594,0.03398513588362889,0.0,0.0,0.5122843323399257,1.0,1.0,0.0,24.396411397013148,13.13021878590113,29.039784250134664,24.358156785768565,0.0,24.39997761078446,1655.0271979439256,1456.0733391249615,0.89693,0.0,0.0,5779156.670941541,5779156.670941541,5211984.020849861 
 08/03  20:00:00,29.4,23.9,13.0,5211984.020849861,4353125.559295343,0.47306635863683169,0.0,0.0,0.0,0.0,0.0,427596.7910689387,0.163207213628859,38571.428571428594,0.03398513588362889,38571.428571428594,0.03398513588362889,0.0,0.0,0.47306635863683169,1.0,1.0,0.0,24.415035855390607,13.769499754760885,29.171778164707495,24.391999034972295,0.0,24.39999847777407,1630.0206984623383,1357.7070020853162,0.89693,0.0,0.0,5686615.049543408,5686615.049543408,4857865.207507138 
 08/03  21:00:00,28.9,23.9,13.0,4857865.207507138,4089558.8398651254,0.44567599532030369,0.0,0.0,0.0,0.0,0.0,402839.0985242635,0.15308089349172716,38571.428571428594,0.03398513588362889,38571.428571428594,0.03398513588362889,0.0,0.0,0.44567599532030369,1.0,1.0,0.0,24.401472454027219,14.262180475362527,28.550856222092276,23.589860227224027,0.0,24.39999748527507,1609.8744296835099,1277.6168876478462,0.89693,0.0,0.0,5614088.481939626,5614088.481939626,4569540.795532245 
